title,plot,genres,keywords,rating,num_votes,release_date
Safe House,"A dangerous CIA renegade resurfaces after a decade on the run. When the safe house he's remanded to is attacked by mercenaries, a rookie operative escapes with him. Now, the unlikely allies must stay alive long enough to uncover who wants them dead.","[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 591, ""name"": ""cia""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 41668, ""name"": ""safe house""}, {""id"": 176802, ""name"": ""rogue agent""}, {""id"": 176806, ""name"": ""cape town south africa""}, {""id"": 176809, ""name"": ""soccer stadium""}]",6.3,1345,2012-02-09
Homefront,"Phil Broker is a former DEA agent who has gone through a crisis after his action against a biker gang went horribly wrong and it cost the life of his boss' son. He is recently widowed and is left with a 9-years-old daughter,Maddy. He decides to quit the turbulent and demanding life of thrill for Maddy's sake and retires to a small town. His daughter fights off a boy who was bullying her at school and this sets in motion a round of events that end in his direct confrontation with the local Meth drug lord. His past history with the biker gang also enters the arena, making matters more complex. But he has a mission in his mind to protect his daughter and he is ready to pay any cost that it demands.","[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 818, ""name"": ""based on novel""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 8440, ""name"": ""ex-cop""}, {""id"": 11004, ""name"": ""rural setting""}, {""id"": 11199, ""name"": ""undercover cop""}, {""id"": 11341, ""name"": ""methamphetamine""}, {""id"": 14736, ""name"": ""motorcycle gang""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 15095, ""name"": ""revenge motive""}, {""id"": 15300, ""name"": ""father daughter relationship""}, {""id"": 207726, ""name"": ""lousiana bayou""}]",6.4,875,2013-11-27
Star Wars: Episode III - Revenge of the Sith,"Years after the onset of the Clone Wars, the noble Jedi Knights lead a massive clone army into a galaxy-wide battle against the Separatists. When the sinister Sith unveil a thousand-year-old plot to rule the galaxy, the Republic crumbles and from its ashes rises the evil Galactic Empire. Jedi hero Anakin Skywalker is seduced by the dark side of the Force to become the Emperor's new apprentice – Darth Vader. The Jedi are decimated, as Obi-Wan Kenobi and Jedi Master Yoda are forced into hiding. The only hope for the galaxy are Anakin's own offspring – the twin children born in secrecy who will grow up to become heroes.","[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]","[{""id"": 797, ""name"": ""showdown""}, {""id"": 10013, ""name"": ""death star""}, {""id"": 10629, ""name"": ""vision""}, {""id"": 11491, ""name"": ""cult figure""}, {""id"": 158449, ""name"": ""hatred""}, {""id"": 160840, ""name"": ""dream sequence""}, {""id"": 160946, ""name"": ""expectant mother""}, {""id"": 161176, ""name"": ""space opera""}, {""id"": 163272, ""name"": ""chancel""}, {""id"": 163277, ""name"": ""childbirth""}, {""id"": 163295, ""name"": ""galactic war""}]",7.1,4116,2005-05-17
Triple 9,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 10051, ""name"": ""heist""}, {""id"": 10085, ""name"": ""betrayal""}, {""id"": 11719, ""name"": ""dirty cop""}]",5.6,797,2016-02-19
Tucker and Dale vs Evil,"Two hillbillies are suspected of being killers by a group of paranoid college kids camping near the duo's West Virginian cabin. As the body count climbs, so does the fear and confusion as the college kids try to seek revenge against the pair.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]","[{""id"": 3623, ""name"": ""cabin""}, {""id"": 12394, ""name"": ""chainsaw""}, {""id"": 14559, ""name"": ""hillbilly""}, {""id"": 14560, ""name"": ""body in chipper""}, {""id"": 14561, ""name"": ""cut off jeans""}]",7.3,847,2010-01-22
G.I. Joe: Retaliation,"Framed for crimes against the country, the G.I. Joe team is terminated by Presidential order. This forces the G.I. Joes into not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 321, ""name"": ""terror""}, {""id"": 782, ""name"": ""assassin""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1576, ""name"": ""technology""}, {""id"": 2534, ""name"": ""missile""}, {""id"": 3467, ""name"": ""warhead""}, {""id"": 8570, ""name"": ""president""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 18420, ""name"": ""surveillance""}, {""id"": 191574, ""name"": ""cobra""}]",5.4,3025,2013-03-26
Jack the Giant Slayer,"The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.","[{""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]","[{""id"": 179411, ""name"": ""based on fairy tale""}, {""id"": 189099, ""name"": ""giant""}]",5.5,2598,2013-02-27
The Water Diviner,"In 1919, Australian farmer Joshua Connor travels to Turkey to discover the fate of his three sons, reported missing in action. Holding on to hope, Joshua must travel across the war-torn landscape to find the truth and his own peace.","[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 1847, ""name"": ""istanbul""}, {""id"": 5657, ""name"": ""australia""}, {""id"": 11007, ""name"": ""post world war i""}, {""id"": 154846, ""name"": ""farmer""}, {""id"": 173265, ""name"": ""missing in action""}, {""id"": 213295, ""name"": ""missing son""}, {""id"": 213299, ""name"": ""gallipoli campaign""}, {""id"": 228523, ""name"": ""inspired by true events""}]",6.8,431,2014-12-25
Frankenweenie,"When a car hits young Victor's pet dog Sparky, Victor decides to bring him back to life the only way he knows how. But when the bolt-necked ""monster"" wreaks havoc and terror in the hearts of Victor's neighbors, he has to convince them that Sparky's still the good, loyal friend he was.","[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","[{""id"": 367, ""name"": ""shyness""}, {""id"": 10121, ""name"": ""stop motion""}, {""id"": 12999, ""name"": ""black and white""}, {""id"": 13038, ""name"": ""retro""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 157164, ""name"": ""animal death""}, {""id"": 158395, ""name"": ""animal lover""}]",6.6,932,2012-10-04
Ride Along,"For the past two years, high-school security guard Ben has been trying to show decorated APD detective James that he's more than just a video-game junkie who's unworthy of James' sister, Angela. When Ben finally gets accepted into the academy, he thinks he's earned the seasoned policeman's respect and asks for his blessing to marry Angela. Knowing that a ride along will demonstrate if Ben has what it takes to take care of his sister, James invites him on a shift designed to scare the hell out of the trainee. But when the wild night leads them to the most notorious criminal in the city, James will find that his new partner's rapid-fire mouth is just as dangerous as the bullets speeding at it.","[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]","[{""id"": 4668, ""name"": ""police operation""}, {""id"": 15090, ""name"": ""police officer""}, {""id"": 164677, ""name"": ""brother-in-law brother-in-law relationship""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 179450, ""name"": ""black men""}]",6.1,853,2014-01-07
American Reunion,"The characters we met a little more than a decade ago are returning to East Great Falls for their high-school reunion. In one long-overdue weekend, they will discover what has changed, who hasn’t and that time and distance can’t break the bonds of friendship. It was summer 1999 when four small-town Michigan boys began a quest to lose their virginity. In the years that have passed, Jim and Michelle married while Kevin and Vicky said goodbye. Oz and Heather grew apart, but Finch still longs for Stifler’s mom. Now these lifelong friends have come home as adults to reminisce about – and get inspired by – the hormonal teens who launched a comedy legend.","[{""id"": 35, ""name"": ""Comedy""}]","[{""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 18187, ""name"": ""family reunion""}, {""id"": 33451, ""name"": ""masturbation""}, {""id"": 161158, ""name"": ""scat""}, {""id"": 161213, ""name"": ""high school reunion""}, {""id"": 179173, ""name"": ""quitting a job""}, {""id"": 179178, ""name"": ""milf""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",6.1,1611,2012-04-04
Daddy's Home,"The story of a mild-mannered radio executive (Ferrell) who strives to become the best stepdad ever to his wife's two children, but complications ensue when their freewheeling, freeloading real father arrives, forcing stepdad to compete for the affection of the kids.","[{""id"": 35, ""name"": ""Comedy""}]","[{""id"": 230024, ""name"": ""daddys home""}]",5.8,854,2015-12-25
Transformers,"Young teenager, Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]","[{""id"": 2535, ""name"": ""destroy""}, {""id"": 4375, ""name"": ""transformation""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10542, ""name"": ""based on toy""}, {""id"": 10607, ""name"": ""transformers""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 188178, ""name"": ""teenage hero""}]",6.6,4040,2007-06-27
Amour,"Georges and Anne are in their eighties. They are cultivated, retired music teachers. Their daughter, who is also a musician, lives abroad with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 428, ""name"": ""nurse""}, {""id"": 2176, ""name"": ""music teacher""}, {""id"": 4995, ""name"": ""aging""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 6027, ""name"": ""music""}, {""id"": 9673, ""name"": ""love""}, {""id"": 18115, ""name"": ""retired""}, {""id"": 40895, ""name"": ""illness""}, {""id"": 156151, ""name"": ""pigeon""}, {""id"": 157769, ""name"": ""stroke""}, {""id"": 181331, ""name"": ""octogenarian""}, {""id"": 227023, ""name"": ""old couple""}]",7.5,400,2012-07-01
Annabelle,"John Form has found the perfect gift for his expectant wife, Mia - a beautiful, rare vintage doll in a pure white wedding dress. But Mia's delight with Annabelle doesn't last long. On one horrific night, their home is invaded by members of a satanic cult, who violently attack the couple. Spilled blood and terror are not all they leave behind. The cultists have conjured an entity so malevolent that nothing they did will compare to the sinister conduit to the damned that is now... Annabelle.","[{""id"": 27, ""name"": ""Horror""}]","[{""id"": 9675, ""name"": ""prequel""}, {""id"": 9707, ""name"": ""evil doll""}, {""id"": 10603, ""name"": ""killer doll""}, {""id"": 15285, ""name"": ""spin off""}, {""id"": 33630, ""name"": ""doll""}, {""id"": 161261, ""name"": ""demonic possession""}, {""id"": 180691, ""name"": ""killer toys""}, {""id"": 187065, ""name"": ""toy comes to life""}]",5.6,1517,2014-10-02
Harry Potter and the Philosopher's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]","[{""id"": 616, ""name"": ""witch""}, {""id"": 1441, ""name"": ""christmas party""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 2630, ""name"": ""cutting the cord""}, {""id"": 3335, ""name"": ""halloween""}, {""id"": 3650, ""name"": ""child hero""}, {""id"": 3872, ""name"": ""broom""}, {""id"": 4238, ""name"": ""chosen one""}, {""id"": 4456, ""name"": ""frog""}, {""id"": 170362, ""name"": ""fantasy world""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",7.5,7006,2001-11-16
All Is Lost,"Deep into a solo voyage in the Indian Ocean, an unnamed man (Redford) wakes to find his 39-foot yacht taking on water after a collision with a shipping container left floating on the high seas. With his navigation equipment and radio disabled, the man sails unknowingly into the path of a violent storm. Despite his success in patching the breached hull, his mariner's intuition and a strength that belies his age, the man barely survives the tempest. Using only a sextant and nautical maps to chart his progress, he is forced to rely on ocean currents to carry him into a shipping lane in hopes of hailing a passing vessel. But with the sun unrelenting, sharks circling and his meager supplies dwindling, the ever-resourceful sailor soon finds himself staring his mortality in the face.","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 3342, ""name"": ""yacht""}, {""id"": 41599, ""name"": ""sailor""}, {""id"": 168683, ""name"": ""storm at sea""}, {""id"": 175316, ""name"": ""unconsciousness""}, {""id"": 175668, ""name"": ""life raft""}, {""id"": 176052, ""name"": ""container""}, {""id"": 206529, ""name"": ""emergency""}, {""id"": 206530, ""name"": ""distress""}, {""id"": 212412, ""name"": ""very little dialogue""}]",6.6,671,2013-10-18
A Most Violent Year,"A thriller set in New York City during the winter of 1981, statistically one of the most violent years in the city's history, and centered on a the lives of an immigrant and his family trying to expand their business and capitalize on opportunities as the rampant violence, decay, and corruption of the day drag them in and threaten to destroy all they have built.","[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 417, ""name"": ""corruption""}, {""id"": 592, ""name"": ""capitalism""}, {""id"": 1442, ""name"": ""winter""}, {""id"": 2355, ""name"": ""american dream""}, {""id"": 2356, ""name"": ""immigrant""}, {""id"": 7337, ""name"": ""business ethics""}, {""id"": 9276, ""name"": ""truck""}, {""id"": 10590, ""name"": ""oil""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 166631, ""name"": ""loan shark""}, {""id"": 168948, ""name"": ""coat""}, {""id"": 189102, ""name"": ""tunnel""}, {""id"": 208289, ""name"": ""1980s""}, {""id"": 235729, ""name"": ""husband wife relationship""}, {""id"": 238182, ""name"": ""truck hijacking""}, {""id"": 238183, ""name"": ""bank loan""}]",6.5,546,2014-12-30
